"-3.636","-16.05","-3","0.5"
"-3.636","-16.05","-2","0.5"
"-3.636","-16.05","-1","0.5"
"-3.636","-16.05","3","0.5"
"-3.636","-16.05","2","0.5"
"-3.636","-16.05","1","0.5"
"-3.636","-16.05","0","0.5"
"-4.663","14.73","3","0.5"
"-3.897","2.685","-3","0.5"
"-10.64","-10.16","-3","0.5"
"-1.447","-18.3","-3","0.5"
"-3.426","-12.22","-3","0.5"
"-3.999","3.659","-3","0.5"
"-4.256","4.788","-3","0.5"
"-4.377","5.94","-3","0.5"
"-4.393","7.099","-3","0.5"
"-4.393","8.258","-3","0.5"
"-4.393","9.417","-3","0.5"
"-4.393","10.58","-3","0.5"
"-4.393","11.74","-3","0.5"
"-4.393","12.89","-3","0.5"
"-4.393","14.05","-3","0.5"
"-6.826","17.27","-3","0.5"
"-7.959","17.47","-3","0.5"
"-9.076","17.2","-3","0.5"
"-9.984","16.49","-3","0.5"
"-10.53","15.48","-3","0.5"
"-10.64","14.33","-3","0.5"
"-10.64","13.17","-3","0.5"
"-10.64","12.01","-3","0.5"
"-10.64","10.85","-3","0.5"
"-10.64","9.69","-3","0.5"
"-10.6","8.532","-3","0.5"
"-10.31","7.415","-3","0.5"
"-9.725","6.416","-3","0.5"
"-8.9","5.608","-3","0.5"
"-7.912","5.003","-3","0.5"
"-6.908","4.423","-3","0.5"
"-5.904","3.844","-3","0.5"
"-4.9","3.264","-3","0.5"
"-10.64","-9.162","-3","0.5"
"-10.64","-8.16","-3","0.5"
"-10.64","-7.158","-3","0.5"
"-10.64","-6.157","-3","0.5"
"-10.64","-5.155","-3","0.5"
"-10.59","-4.156","-3","0.5"
"-10.32","-3.192","-3","0.5"
"-9.839","-2.316","-3","0.5"
"-9.17","-1.573","-3","0.5"
"-8.349","-1.002","-3","0.5"
"-7.482","-0.5016","-3","0.5"
"-6.614","-0.0007213","-3","0.5"
"-5.747","0.5001","-3","0.5"
"-4.879","1.001","-3","0.5"
"-4.012","1.502","-3","0.5"
"-3.144","2.003","-3","0.5"
"-2.277","2.503","-3","0.5"
"-1.409","3.004","-3","0.5"
"-0.542","3.505","-3","0.5"
"0.3255","4.006","-3","0.5"
"1.193","4.507","-3","0.5"
"2.06","5.008","-3","0.5"
"2.928","5.509","-3","0.5"
"3.795","6.009","-3","0.5"
"4.663","6.51","-3","0.5"
"5.53","7.011","-3","0.5"
"6.398","7.512","-3","0.5"
"7.265","8.013","-3","0.5"
"8.133","8.514","-3","0.5"
"8.953","9.083","-3","0.5"
"9.61","9.837","-3","0.5"
"10.12","10.7","-3","0.5"
"10.16","9.821","-3","0.5"
"10.16","8.819","-3","0.5"
"10.16","7.818","-3","0.5"
"10.16","6.816","-3","0.5"
"10.14","5.815","-3","0.5"
